Timestamp,Milliseconds,X,Y,Z
2018-11-10 20:29:11,2,1.3756552,0.38136974,9.479762
2018-11-10 20:29:11,12,1.3892754,0.40861043,9.520623
2018-11-10 20:29:11,22,1.4165162,0.3677494,9.575105
2018-11-10 20:29:11,33,1.4165162,0.38136974,9.575105
2018-11-10 20:29:11,42,1.4301366,0.40861043,9.547864
2018-11-10 20:29:11,52,1.484618,0.38136974,9.534244
2018-11-10 20:29:11,62,1.484618,0.38136974,9.534244
2018-11-10 20:29:11,72,1.525479,0.35412905,9.534244
2018-11-10 20:29:11,83,1.5799603,0.32688835,9.561484
2018-11-10 20:29:11,92,1.5799603,0.32688835,9.561484
2018-11-10 20:29:11,102,1.56634,0.38136974,9.479762
2018-11-10 20:29:11,112,1.56634,0.38136974,9.479762
2018-11-10 20:29:11,122,1.56634,0.38136974,9.479762
2018-11-10 20:29:11,133,1.7161638,0.313268,9.507003
2018-11-10 20:29:11,142,1.7161638,0.313268,9.507003
2018-11-10 20:29:11,152,1.8251266,0.23154591,9.534244
2018-11-10 20:29:11,163,1.8387469,0.19068487,9.507003
2018-11-10 20:29:11,172,1.879608,0.20430522,9.452521
2018-11-10 20:29:11,182,1.8932283,0.14982383,9.452521
2018-11-10 20:29:11,193,1.8932283,0.21792556,9.479762
2018-11-10 20:29:11,202,1.96133,0.13620348,9.479762
2018-11-10 20:29:11,212,1.96133,0.14982383,9.438901
2018-11-10 20:29:11,222,1.96133,0.10896278,9.479762
2018-11-10 20:29:11,232,1.96133,0.08172209,9.479762
2018-11-10 20:29:11,243,2.0294318,0.08172209,9.466142
2018-11-10 20:29:11,252,1.9885708,0.08172209,9.438901
2018-11-10 20:29:11,262,1.9885708,0.08172209,9.438901
2018-11-10 20:29:11,272,1.9749504,0.095342435,9.452521
2018-11-10 20:29:11,282,1.96133,0.06810174,9.41166
2018-11-10 20:29:11,292,1.8659877,0.12258313,9.452521
2018-11-10 20:29:11,302,1.8659877,0.19068487,9.466142
2018-11-10 20:29:11,312,1.8387469,0.23154591,9.479762
2018-11-10 20:29:11,323,1.8251266,0.19068487,9.507003
2018-11-10 20:29:11,332,1.8251266,0.19068487,9.507003
2018-11-10 20:29:11,342,1.7706453,0.23154591,9.493382
2018-11-10 20:29:11,352,1.6753027,0.20430522,9.479762
2018-11-10 20:29:11,363,1.5799603,0.24516626,9.479762
2018-11-10 20:29:11,372,1.5799603,0.27240697,9.438901
2018-11-10 20:29:11,382,1.5390993,0.3405087,9.466142
2018-11-10 20:29:11,392,1.4573772,0.44947147,9.39804
2018-11-10 20:29:11,403,1.3756552,0.3949901,9.425281
2018-11-10 20:29:11,412,1.2803127,0.38136974,9.41166
2018-11-10 20:29:11,422,1.2258313,0.40861043,9.384419
2018-11-10 20:29:11,432,1.1849703,0.43585113,9.39804
